[18:03:48] [main/INFO]: ModLauncher running: args [--username, TheRealJudgeJudy, --version, forge-47.4.0, --gameDir, C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge), --assetsDir, C:\Users\ikene\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 5e213c2e758e41b0bd5900d7e8d67bde, --accessToken, ????????, --clientId, MzMzNTgwZWQtMWMwYi00Y2JhLWI2ZDgtN2FjYmU5ZTJhMTNm, --xuid, 2535428129093518, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\ikene\curseforge\minecraft\Install\quickPlay\java\1756508626405.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:03:48] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[18:03:57] [main/INFO]: Found mod file ftb-quests-forge-2001.4.14.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file ftb-teams-forge-2001.3.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file ftb-ultimine-forge-2001.1.7.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file fzzy_config-0.7.2+1.20.1+forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file geckolib-forge-1.20.1-4.7.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file GeckoLibOculusCompat-Forge-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file GlitchCore-forge-1.20.1-0.0.1.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file goblintraders-forge-1.20.1-1.11.5.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file gpumemleakfix-1.20.1-1.8.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file gravestone-forge-1.20.1-1.0.33.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file GuardRibbits-1.20.1-Forge-1.0.7.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file guideme-20.1.12.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file handcrafted-forge-1.20.1-3.0.6.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Highlighter-1.20.1-forge-1.1.9.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Iceberg-1.20.1-forge-1.1.25.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file ImmediatelyFast-Forge-1.5.1+1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Incendium_1.20.x_v5.3.5.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file interiors-0.5.6+forge-mc1.20.1-local.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file inventorytotem-1.20.1-3.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file ironchest-1.20.1-14.4.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file irons_spellbooks-1.20.1-3.4.0.10.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Item-Obliterator-NeoForge-MC1.20.1-2.3.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Jade-1.20.1-Forge-11.13.2.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file JadeAddons-1.20.1-Forge-5.5.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file jamlib-forge-1.3.5+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file konkrete_forge_1.8.0_MC_1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file kotlinforforge-4.11.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file kubejs-forge-2001.6.5-build.16.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-API-forge-1.2.15-forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-bakery-forge-1.1.15.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-beachparty-forge-2.0.3.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-brewery-forge-1.1.9.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-candlelight-forge-1.2.13.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-farm_and_charm-forge-1.0.12.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-herbalbrews-forge-1.0.12.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-meadow-forge-1.3.25.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-vinery-forge-1.4.40.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file letsdo-wildernature-forge-1.0.6.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file lithostitched-forge-1.20.1-1.4.11.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Log-Begone-Forge-1.20.1-1.0.8.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-bridges-3.1.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-doors-1.1.2-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-fences-1.2.0-1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-furniture-3.3.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-holidays-1.1.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-lights-1.1.2-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-paintings-1.0.5-1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-paths-1.1.0forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-roofs-2.3.2-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-stairs-1.0.1-1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-trapdoors-1.1.4-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mcw-windows-2.4.0-1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file melody_forge_1.0.3_MC_1.20.1-1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file memorysettings-1.20.1-5.9.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mixintracereforged-forge-1.0.0-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file modernfix-forge-5.24.4+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file moonlight-1.20-2.16.8-forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20.1-2.25.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file mutil-1.20.1-6.2.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file NaturesCompass-1.20.1-1.11.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Necronomicon-Forge-1.6.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file nethersdelight-1.20.1-4.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file oceansdelight-1.0.2-1.20.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file oculus-mc1.20.1-1.8.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Oh-The-Biomes-Weve-Gone-Forge-1.6.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Oh-The-Trees-Youll-Grow-forge-1.20.1-1.3.13.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file OpenLoader-Forge-1.20.1-19.0.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file pandalib-forge-mc1.20-0.5.2-SNAPSHOT.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file particlerain-4.0.0-alpha.3+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Patchouli-1.20.1-84.1-FORGE.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file PeacefulMoon-1.20.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file perfectplushies-forge-1.20.1-1.13.3.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file PickUpNotifier-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Placebo-1.20.1-8.6.3.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file player-animation-lib-forge-1.0.2-rc1+1.20.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file PuzzlesLib-v8.1.33-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Quark-4.0-462.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file questsadditions-1.4.7.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file realisticbees-1.20.1-4.2.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file recipeessentials-1.20.1-4.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file RegionsUnexploredForge-0.5.6+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file repurposed_structures-7.1.19+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file resourcefulconfig-forge-1.20.1-2.1.3.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file resourcefullib-forge-1.20.1-2.1.29.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file rhino-forge-2001.2.3-build.10.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Ribbits-1.20.1-Forge-3.0.4.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file rightclickharvest-forge-4.5.3+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file ritchiesprojectilelib-2.1.0+mc.1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file sawmill-1.20-1.4.8.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file sbblacklist-1.20.1-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file Searchables-forge-1.20.1-1.0.3.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file SereneSeasons-forge-1.20.1-9.1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file silent-lib-1.20.1-8.0.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file silents-gems-1.20.1-4.7.0.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file sit-1.20.1-1.3.5.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file skinlayers3d-forge-1.9.0-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
[18:03:57] [main/INFO]: Found mod file sliceanddice-forge-3.4.1.jar of type MOD with provider {mods folder locator at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\mods}
